uid,title,type,mvdb_id,piano_combination,final,editors.uid,editors.name,editors.gnd_id,editors.gender,editors.date_of_birth,editors.date_of_death,editors.place_of_birth,editors.place_of_death,editors.place_of_activity,editors.geographic_area_code,composers.uid,composers.name,composers.gnd_id,composers.gender,composers.date_of_birth,composers.date_of_death,composers.place_of_birth,composers.place_of_death,composers.place_of_activity,composers.geographic_area_code,works.uid,works.generic_title,works.individual_title,works.gnd_id,works.title_instrument,works.opus_no,works.title_number,works.firstcomposer,works.main_instrumentation,works.publishers,works.full_title,works.date_of_production,works.tonality,works.gnd_instruments,works.gnd_genres,works.mvdb_genres.uid,works.mvdb_genres.name,works.mvdb_genres.gnd_id,works.mvdb_instrumentation.uid,works.mvdb_instrumentation.has_orchestra,works.mvdb_instrumentation.has_choir,works.mvdb_instrumentation.instrumental_soloists,works.mvdb_instrumentation.vocal_soloists,works.mvdb_instrumentation.instruments.uid,works.mvdb_instrumentation.instruments.name,works.mvdb_instrumentation.instruments.gnd_id,works.composers.uid,works.composers.name,works.composers.gnd_id,works.composers.gender,works.composers.date_of_birth,works.composers.date_of_death,works.composers.place_of_birth,works.composers.place_of_death,works.composers.place_of_activity,works.composers.geographic_area_code,published_subitems.uid,published_subitems.mvdb_id,published_subitems.publisher_number,published_subitems.part,published_subitems.voice,published_subitems.published_item,published_subitems.prints.uid,published_subitems.prints.quantity,published_subitems.prints.date_of_action,published_subitems.prints.type,published_subitems.prints.inferred,published_subitems.prints.published_subitem,published_subitems.prints.certain,published_subitems.sales,published_subitems.maculation,published_subitems.works,instruments.uid,instruments.name,instruments.gnd_id,genres.uid,genres.name,genres.gnd_id
4688,[op. 127: Intermezzi Goldoniani],adaptation,RB_02561,one piano two hands,1,,,,,,,,,,,,,,,,,,,,,4513.0,Intermezzi goldoniani,,300326165,,127,,1638.0,54387.0,"PE, RB",Intermezzi goldoniani,1905-01-01,,,,2961.0,Intermezzo,4368532-8,54387.0,1.0,0.0,,,3494.0,Streichorchester,4183630-3,1638.0,"Bossi, Marco Enrico",116267100,m,1861-04-25,1925-02-20,Salò,,,XA-IT,9217,RB_02561_02564_N4_KA,02564,N4,KA,4688,40275.0,100.0,1910-02-19,print,0.0,9217.0,1.0,,,,1.0,Klavier,4030982-4,,,
12692,Männer-Chöre,collection full,PE_01046,,1,,,,,,,,,,,,,,,,,,,,,11838.0,Trinklied,,300142161,,"post. 131, Nr. 2",,869.0,61311.0,PE,Trinklied,1815-01-01,,,,2968.0,Lied,4035669-3,61311.0,0.0,1.0,Einzelinstrument Klavier,Tenor Solo,3445.0,Klavier,4030982-4,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,24107,PE_01046_01046_NN_EStB1,01046,NN,EStB1,12692,70716.0,500.0,1916-02-01,print,0.0,24107.0,1.0,,,,6423.0,Männersingstimme,4644400-2,,,
13327,Harmonium-Album (Stapf.),collection blackbox,PE_00384a,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22803,PE_00384a_00384g_Bd7_N,00384g,Bd7,N,13327,66555.0,1000.0,1894-07-01,print,0.0,22803.0,1.0,,,,60461.0,Harmonium,4159135-5,,,
13738,Album III. hoch,collection full,PE_00790a,,1,,,,,,,,,,,,,,,,,,,,,13623.0,Ellens Gesang,,300194242,,,Nr. 2,869.0,62752.0,PE,Ellens Gesang Nr. 2,1825-01-01,,,,2968.0,Lied,4035669-3,62752.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3445.0,Klavier,4030982-4,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,23357,PE_00790a_00790a_Bd3_hS,00790a,Bd3,hS,13738,76342.0,1000.0,1920-10-01,print,0.0,23357.0,1.0,,,,1.0,Klavier,4030982-4,,,
13678,Comp. Suppl. 2h.,collection full,PE_00718,,1,,,,,,,,,,,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,13479.0,Rondo,,300141491,Klavier,posth. 145,,869.0,62669.0,PE,Rondo für Klavier in E-Dur,1817-01-01,E-Dur,,,3127.0,Rondo,4178454-6,62669.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,23249,PE_00718_00718_Bd4_N,00718,Bd4,N,13678,73462.0,1500.0,1910-12-01,print,0.0,23249.0,1.0,,,,1.0,Klavier,4030982-4,,,
17019,"3 Sonates p. Pianof., Ov. 12, No. 1, 2, 3",work,PV_02239,,1,,,,,,,,,,,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",16469.0,,Nr. 1,300017057,"Violine, Klavier","12, Nr. 1",Nr. 1,509.0,66561.0,," für Violine, Klavier Nr. 1 in D-Dur, Nr. 1",1798-07-11,D-Dur,,,2936.0,Sonate,4131190-5,66561.0,0.0,0.0,gemischtes Ensemble,,3426.0,Violine,4019791-8,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",29564,PV_02239_02239_N3_StC,02239,N3,StC,17019,101977.0,40.0,1843-01-01,print,0.0,29564.0,1.0,,,,,,,,,
15023,Coll. Morceaux Serie II.,adaptation,HO_08433,,1,,,,,,,,,,,,,,,,,,,,,14938.0,Nocturne de Field,,1227782446,,,,5171.0,63977.0,HO,Nocturne de Field,1895-01-01,,,,2939.0,Notturno,4172080-5,63977.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,29050,HO_08433_08435_N3_EStGi,08435,N3,EStGi,15023,90798.0,100.0,1895-10-15,print,0.0,29050.0,1.0,,,,6447.0,Mandoline,4232939-5,,,
13679,Tänze 4h.,collection full,PE_00719,,1,,,,,,,,,,,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,993.0,Originaltänze,,300142064,,9,,869.0,51510.0,PE,Originaltänze,1821-01-01,,,,2975.0,Tanzmusik,4140677-1,51510.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,23250,PE_00719_00719_NN_K4h,00719,NN,K4h,13679,73587.0,1500.0,1916-04-01,print,0.0,23250.0,1.0,,,,1.0,Klavier,4030982-4,,,
13696,"Arien-Album, Bass",collection full,PE_00737a,,1,,,,,,,,,,,,,,,,,,,,,13553.0,Il barbiere di Siviglia,La calunnia è un venticello,300132298,,,,891.0,62678.0,PE,"Il barbiere di Siviglia, La calunnia è un venticello",1816-01-01,,,,2958.0,Arie,4143006-2,62678.0,1.0,0.0,,Bass Solo,3486.0,Orchester,4172708-3,891.0,"Rossini, Gioachino",118602985,m,1792-02-29,1868-11-13,Pesaro,Paris,"Paris, London, Sankt Petersburg","XA-IT, XA-FR",23274,PE_00737a_00737b_Bd2_N,00737b,Bd2,N,13696,74383.0,1500.0,1924-11-01,print,0.0,23274.0,1.0,,,,1.0,Klavier,4030982-4,6920.0,Arie,4143006-2
12780,Sammlung Klassischer Stücke f. Piano & Cello,collection full,PE_01418a,,1,,,,,,,,,,,,,,,,,,,,,12268.0,Oktett,Adagio,300602723,"Klarinette, Fagott, Horn, Violine (2), Viola, Violoncello, Kontrabass",posth. 166 2,,869.0,61724.0,PE,"Oktett für Klarinette, Fagott, Horn, Violine (2), Viola, Violoncello, Kontrabass in F-Dur, Adagio",1824-01-01,F-Dur,,,3129.0,Adagio,4375078-3,61724.0,0.0,0.0,Oktett,,3422.0,Viola,4188364-0,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,21507,PE_01418a_01418a_Bd1_N,01418a,Bd1,N,12780,96265.0,1000.0,1934-11-01,print,0.0,21507.0,1.0,,,,1.0,Klavier,4030982-4,,,
10707,7 Worte K. A.,adaptation,PE_01371,,1,,,,,,,,,,,,,,,,,,,,,10529.0,Die sieben letzten Worte unseres Erlösers am Kreuze,,30007011X,,,,159.0,66241.0,PE,Die sieben letzten Worte unseres Erlösers am Kreuze,1796-01-01,,,,2973.0,Oratorium,4129085-9,66241.0,1.0,1.0,,Vokalsolisten,3468.0,Sopran,4392005-6,159.0,"Haydn, Joseph",118547356,m,1732-03-31,1809-05-31,Rohrau,Wien,"Eisenstadt, Wien",XA-AT,19037,PE_01371_01371_NN_KA,01371,NN,KA,10707,92379.0,500.0,1899-02-01,print,0.0,19037.0,1.0,,,,17.0,Singstimme,4156941-6,,,
12692,Männer-Chöre,collection full,PE_01046,,1,,,,,,,,,,,,,,,,,,,,,11838.0,Trinklied,,300142161,,"post. 131, Nr. 2",,869.0,61311.0,PE,Trinklied,1815-01-01,,,,2968.0,Lied,4035669-3,61311.0,0.0,1.0,Einzelinstrument Klavier,Tenor Solo,3488.0,Männerchor,4168467-9,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,24105,PE_01046_01046_NN_EStT1,01046,NN,EStT1,12692,70755.0,500.0,1921-08-01,print,0.0,24105.0,1.0,,,,17.0,Singstimme,4156941-6,,,
13811,Streich-Quart. 4h.,collection full,PE_00997a,one piano four hands,1,,,,,,,,,,,1827.0,"Mozart, Wolfgang Amadeus",118584596,m,1756-01-27,1791-12-05,Salzburg,Wien,,XA-AT,1052.0,Quartette,,300207026,Violoncello,42,,1827.0,51542.0,PE,Quartett für Violoncello in D-Dur,1786-01-01,D-Dur,,,3155.0,Quartett,4176618-0,51542.0,0.0,0.0,Quartett,,3441.0,Violoncello,4063584-3,1827.0,"Mozart, Wolfgang Amadeus",118584596,m,1756-01-27,1791-12-05,Salzburg,Wien,,XA-AT,23596,PE_00997a_00997a_Bd1_N,00997a,Bd1,N,13811,79952.0,400.0,1885-10-01,print,0.0,23596.0,1.0,,,,1.0,Klavier,4030982-4,,,
13742,Mezzo-Sopran-Album.,collection blackbox,PE_00794a,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23363,PE_00794a_00794a_Bd1_N,00794a,Bd1,N,13742,76914.0,1000.0,1887-06-01,print,0.0,23363.0,1.0,,,,3924.0,Mezzosopran,4425470-2,,,
293,"op. 143. [""]Das Glück von Edenhall."" Ballade.",work,RB_00092,one piano two hands,-2,,,,,,,,,,,,,,,,,,,,,249.0,Das Glück von Edenhall,,30014525X,,143,,601.0,50946.0,RB,Das Glück von Edenhall in C-Dur,1853-01-01,C-Dur,,,2968.0,Lied,4035669-3,50946.0,1.0,1.0,,Vokalsolisten,3472.0,Bass,4712215-8,601.0,"Schumann, Robert",118611666,m,1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,1322,RB_00092_00094_NN_EStKb,00094,NN,EStKb,293,1871.0,50.0,1860-08-24,print,0.0,1322.0,1.0,,,,,,,,,
2856,Messias. Kl. Ausz.,adaptation,PE_00060,one piano two hands,2,,,,,,,,,,,,,,,,,,,,,1420.0,Messiah,,300065175,,,,5524.0,65848.0,PE,Messiah,1741-01-01,,,,2973.0,Oratorium,4129085-9,65848.0,1.0,1.0,,Vokalsolisten,3468.0,Sopran,4392005-6,5524.0,"Händel, Georg Friedrich",118544489,,,,,,,,2146,PE_00060_00060_NN_EStB,00060,NN,EStB,2856,6464.0,2000.0,1930-11-01,print,0.0,2146.0,1.0,,,,1.0,Klavier,4030982-4,,,
727,opus 58. Lieder u. Gesänge für 1 Singst. m. Piano,work,RB_00683aX,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,RB_00683aX_00683aX_H1_N,00683aX,H1,N,727,24378.0,100.0,1915-05-14,print,0.0,913.0,1.0,,,,,,,,,
13927,Album tief,collection full,PE_01044b,,1,,,,,,,,,,,,,,,,,,,,,11782.0,Gesänge,Erscheine noch einmal,1225022835,,"26, Nr. 1",,5043.0,61195.0,PE,"Gesänge, Erscheine noch einmal",1838-01-01,,,,2968.0,Lied,4035669-3,61195.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3445.0,Klavier,4030982-4,5043.0,"Curschmann, Karl Friedrich",116766301,m,,,Berlin,Langfuhr,,XA-DE,21265,PE_01044b_01044b_NN_tS,01044b,NN,tS,13927,70545.0,2000.0,1902-07-01,print,0.0,21265.0,1.0,,,,6418.0,Singstimme,1076364144,,,
13696,"Arien-Album, Bass",collection full,PE_00737a,,1,,,,,,,,,,,,,,,,,,,,,13551.0,Der Freischütz,Hier im ird'schen Jammertal,300171501,,"77, Nr. 4",,882.0,62692.0,PE,"Der Freischütz, Hier im ird'schen Jammertal",1820-01-01,,,,2958.0,Arie,4143006-2,62692.0,1.0,0.0,,Bass Solo,3486.0,Orchester,4172708-3,882.0,"Weber, Carl Maria von",118629662,m,1786-11-19,1826-06-05,Eutin,London,"Salzburg, Wien, Breslau, Dresden, Prag",XA-DE,23274,PE_00737a_00737b_Bd2_N,00737b,Bd2,N,13696,74381.0,1000.0,1920-12-01,print,0.0,23274.0,1.0,,,,1.0,Klavier,4030982-4,6920.0,Arie,4143006-2
16807,Album,collection full,PE_01357b,,1,,,,,,,,,,,,,,,,,,,,,12142.0,Lieder,Walt' Gott,1227242212,"Singstimme, Klavier","95, Nr. 5",,252.0,61565.0,PE,"Lied für Singstimme, Klavier, Walt' Gott",1854-01-01,,,,2968.0,Lied,4035669-3,61565.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3483.0,Singstimme,4156941-6,252.0,"Taubert, Wilhelm",11723589X,m,1811-03-23,1891-01-07,Berlin,Berlin,Berlin,XA-DE,21460,PE_01357b_01357b_NN_mS,01357b,NN,mS,16807,90702.0,600.0,1909-07-01,print,0.0,21460.0,1.0,,,,6444.0,Singstimme,1076364136,,,
7449,op. 80. Schneeflocken Pfte,work,HO_06316,,1,,,,,,,,,,,,,,,,,,,,,7467.0,Schneeflocken,,1233997998,,80,,3644.0,57142.0,HO,Schneeflocken,1865-01-01,,,,2927.0,error,error,57142.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,3644.0,"Richards, Brinley",116506377,m,1817-11-13,1885-05-01,Carmarthen,London,,XA-GB,13925,HO_06316_06316_NN_N,06316,NN,N,7449,80861.0,500.0,1876-12-10,print,0.0,13925.0,1.0,,,,,,,,,
1783,12 Etudes p. Piano Oe: 2,work,HO_02257,,-1,,,,,,,,,,,,,,,,,,,,,2325.0,Études caractéristiques,,300391110,,2,,1133.0,53197.0,"HO, PE",Études caractéristiques,1837-01-01,,,,2927.0,error,error,53197.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,1133.0,"Henselt, Adolf von",118903861,m,1814-05-09,1889-10-10,Schwabach,Warmbrunn,Sankt Petersburg,"XA-DE, XA-RU",18647,HO_02257_02257_N1_N,02257,N1,N,1783,58607.0,50.0,1862-10-31,print,0.0,18647.0,1.0,,,,,,,,,
2037,Kirchen-Cantaten Nr. 4: Am Sonntage Quasimodogenite /:Halt im Gedächtnis Jesum Christ:/ Bearb v. H. v. Herzogenberg Clav.-Auszug,adaptation,RB_00879,one piano two hands,1,719.0,"Herzogenberg, Heinrich von",119523876,m,1843-06-10,1900-10-09,Graz,Wiesbaden,Leipzig,"XA-AT, XA-DE",,,,,,,,,,,3197.0,Halt im Gedächtnis Jesum Christ,,300007523,,,,884.0,65989.0,"PE, RB",Halt im Gedächtnis Jesum Christ,1724-01-01,,,,2987.0,Kantate,4029509-6,65989.0,1.0,1.0,Instrumentalsolisten,Vokalsolisten,3470.0,Tenor,4184718-0,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,5705,RB_00879_00880_NN_EStB,00880,NN,EStB,2037,27398.0,75.0,1888-11-26,print,0.0,5705.0,1.0,,,,2562.0,Gemischter Chor,107726772X,,,
15007,Coll. Morceaux Serie I.,adaptation,HO_08417,,1,,,,,,,,,,,,,,,,,,,,,14928.0,Csárdás,,1227781881,,,Nr. 1,5171.0,63971.0,HO,Csárdás Nr. 1,1895-01-01,,,,3163.0,Melodie,4139233-4,63971.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,28956,HO_08417_08422_N6_EStK,08422,N6,EStK,15007,88485.0,150.0,1895-08-05,print,0.0,28956.0,1.0,,,,1.0,Klavier,4030982-4,,,
12748,Abt-Album,collection full,PE_01111a,,1,,,,,,,,,,,,,,,,,,,,,12009.0,Lieder,"Gut' Nacht, ihr Blumen",1208648071,,"220, Nr. 1",,1917.0,61452.0,PE,"Lied, Gut' Nacht, ihr Blumen",,,,,2968.0,Lied,4035669-3,61452.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3445.0,Klavier,4030982-4,1917.0,"Abt, Franz",102199175,m,1819-12-22,1885-03-31,Eilenburg,Wiesbaden,"Zürich, Leipzig, Braunschweig","XA-DE, XA-CH",21410,PE_01111a_01111b_NN_tS,01111b,NN,tS,12748,78473.0,1500.0,1880-02-01,print,0.0,21410.0,1.0,,,,17.0,Singstimme,4156941-6,,,
2876,David. Chorstimmen,work,HO_02038,,1,,,,,,,,,,,,,,,,,,,,,1950.0,David,,1204448655,,34,,1301.0,52057.0,HO,David,1830-01-01,,,,2973.0,Oratorium,4129085-9,52057.0,1.0,1.0,,Vokalsolisten,3470.0,Tenor,4184718-0,1301.0,"Klein, Bernhard",116210974,m,1793-03-06,1832-09-09,Köln,Berlin,"Paris, Berlin",XA-DE,5477,HO_02038_02038_NN_EStS1,02038,NN,EStS1,2876,26018.0,50.0,1862-10-31,print,0.0,5477.0,1.0,,,,,,,,,
979,Compositionen à 4/ms ,collection full,PE_00155a,one piano four hands,1,,,,,,,,,,,,,,,,,,,,,1023.0,Grande marche héroïque,,300204493,,66,,869.0,51569.0,PE,Grande marche héroïque in a-Moll,1826-01-01,a-Moll,,,2960.0,Marschmusik,4168976-8,51569.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,1786,PE_00155a_00155c_H3_N,00155c,H3,N,979,10569.0,600.0,1912-06-01,print,0.0,1786.0,1.0,,,,1.0,Klavier,4030982-4,,,
10683,Nocturno-Trio,work,PE_01344,,1,,,,,,,,,,,,,,,,,,,,,10468.0,Trio,,300142234,"Violine, Violoncello, Klavier",post. 148,,869.0,60032.0,PE,"Trio für Violine, Violoncello, Klavier in Es-Dur",1828-01-01,Es-Dur,,,3154.0,Trio,4186188-7,60032.0,0.0,0.0,Trio,,3426.0,Violine,4019791-8,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,19013,PE_01344_01344_NN_N,01344,NN,N,10683,90197.0,300.0,1907-02-01,print,0.0,19013.0,1.0,,,,,,,,,
5356,[Op. 171 Galopp] f Viol u Pfte,adaptation,HO_04256,,1,,,,,,,,,,,,,,,,,,,,,5435.0,Tritonen-Galopp,,1221545477,,171,,1882.0,55309.0,HO,Tritonen-Galopp,1850-01-01,,,,3120.0,Galopp,4364517-3,55309.0,1.0,0.0,,,3486.0,Orchester,4172708-3,1882.0,"Labitzky, Joseph",116635983,m,1802-07-05,1881-08-19,Krásno,Karlsbad,,"XA-CZ, XA-AT",10991,HO_04256_04256_NN_N,04256,NN,N,5356,44484.0,25.0,1867-04-30,print,0.0,10991.0,1.0,,,,5.0,Violine,4019791-8,,,
539,Op. 32. Lieder und Gesänge,work,RB_00400a,,1,,,,,,,,,,,,,,,,,,,,,485.0,Lieder und Gesänge,,300026099,,32,,815.0,51149.0,"PE, RB",Lieder und Gesänge,1864-01-01,,,,2968.0,Lied,4035669-3,51149.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3445.0,Klavier,4030982-4,815.0,"Brahms, Johannes",118514253,m,1833-05-07,1897-04-03,Hamburg,Wien,Wien,"XA-DE, XA-AT",4213,RB_00400a_00400c_N5_N,00400c,N5,N,539,17200.0,200.0,1907-03-05,print,0.0,4213.0,1.0,,,,,,,,,
13711,Album. hoch,collection part,PE_00756a,,-1,,,,,,,,,,,,,,,,,,,,,13603.0,Romanzen und Balladen,,300146175,"Singstimme, Klavier","53, Nr. 3",,601.0,62766.0,PE,"Romanzen und Balladen für Singstimme, Klavier",1840-01-01,,,,2995.0,Romanze,4307171-5,62766.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3445.0,Klavier,4030982-4,601.0,"Schumann, Robert",118611666,m,1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,23302,PE_00756a_00756b_Bd2_hS,00756b,Bd2,hS,13711,75143.0,600.0,1882-09-01,print,0.0,23302.0,1.0,,,,1.0,Klavier,4030982-4,,,
12780,Sammlung Klassischer Stücke f. Piano & Cello,collection full,PE_01418a,,1,,,,,,,,,,,,,,,,,,,,,12271.0,Quintett,Andante cantabile,300300336,"Oboe, Klarinette, Fagott, Horn, Klavier",16,,509.0,61716.0,PE,"Quintett für Oboe, Klarinette, Fagott, Horn, Klavier in Es-Dur, Andante cantabile",1801-01-01,Es-Dur,,,3156.0,Quintett,4176737-8,61716.0,0.0,0.0,Quintett,,3445.0,Klavier,4030982-4,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",21507,PE_01418a_01418a_Bd1_N,01418a,Bd1,N,12780,96255.0,1500.0,1908-02-01,print,0.0,21507.0,1.0,,,,1.0,Klavier,4030982-4,,,
12778,Sammlung Klassischer Stücke f. Piano & Viol.,collection full,PE_01413a,,1,,,,,,,,,,,,,,,,,,,,,12278.0,Sonate für Kenner und Liebhaber,Nr. 3,1227874693,,,,635.0,61693.0,PE,"Sonate für Kenner und Liebhaber in h-Moll, Nr. 3",1774-01-01,h-Moll,,,3132.0,Andante,7644081-3,61693.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,635.0,"Bach, Carl Philipp Emanuel",118505505,m,1714-03-08,1788-12-14,Weimar,Hamburg,"Neuruppin, Berlin, Hamburg",XA-DE,21501,PE_01413a_01413a_Bd1_N,01413a,Bd1,N,12778,95511.0,3000.0,1886-01-01,print,0.0,21501.0,1.0,,,,5.0,Violine,4019791-8,,,
13803,Streich-Quartette 4h.,collection full,PE_00989a,one piano four hands,1,,,,,,,,,,,,,,,,,,,,,7029.0,Quartett,Nr. 4,300015925,"Violine (2), Viola, Violoncello","18, Nr. 4",,509.0,56727.0,"HO, PE","Quartett für Violine (2), Viola, Violoncello in c-Moll, Nr. 4",1799-01-01,c-Moll,,,3155.0,Quartett,4176618-0,56727.0,0.0,0.0,Quartett,,3422.0,Viola,4188364-0,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",23576,PE_00989a_00989d_Bd4_N,00989d,Bd4,N,13803,79573.0,400.0,1883-12-01,print,0.0,23576.0,1.0,,,,1.0,Klavier,4030982-4,,,
2208,op. 371 à 376. Sonaten u. Suiten f. Orgel,collection full,RB_01058,,1,,,,,,,,,,,,,,,,,,,,,2660.0,Suiten,,120790127X,Orgel,376,,783.0,52109.0,RB,Suite für Orgel in cis-Moll,1879-01-01,cis-Moll,,,2965.0,Suite,4184006-9,52109.0,0.0,0.0,Einzelinstrument Orgel,,3448.0,Orgel,4043844-2,783.0,"Volckmar, Wilhelm",120431238,m,1812-12-26,1887-08-27,Bad Hersfeld,Homberg (Efze),,XA-DE,3617,RB_01058_01058_NN_N,01058,NN,N,2208,31036.0,100.0,1897-06-17,print,0.0,3617.0,1.0,,,,,,,,,
9003,op. 90: Die Geburt Christi,adaptation,RB_01996,,-1,,,,,,,,,,,,,,,,,,,,,3802.0,Die Geburt Christi,,300073542,,90,,719.0,65936.0,"PE, RB",Die Geburt Christi in D-Dur,1894-01-01,D-Dur,,,2973.0,Oratorium,4129085-9,65936.0,1.0,1.0,Instrumentalsolisten,Vokalsolisten,3462.0,Harmonium,4159135-5,719.0,"Herzogenberg, Heinrich von",119523876,m,1843-06-10,1900-10-09,Graz,Wiesbaden,Leipzig,"XA-AT, XA-DE",18294,RB_01996_01999_NN_EStB,01999,NN,EStB,9003,52462.0,200.0,1895-04-22,print,0.0,18294.0,1.0,,,,1.0,Klavier,4030982-4,,,
4798,2 Impromptus oe. 14,work,HO_03836,,1,,,,,,,,,,,,,,,,,,,,,5099.0,Impromptus,,1214515088,Klavier,14,,2675.0,54905.0,HO,Impromptus für Klavier,1846-01-01,,,,2927.0,error,error,54905.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,2675.0,"Schulhoff, Julius",117169781,m,1825-08-02,1898-03-16,Prag,Berlin,"Prag, Paris, Dresden, Berlin","XA-AT, XA-DE, XA-CZ",10315,HO_03836_03836_NN_N,03836,NN,N,4798,41539.0,200.0,1850-03-04,print,1.0,10315.0,1.0,,,,,,,,,
1462,Hans Heiling K. A.,adaptation,HO_01909,one piano two hands,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4941,HO_01909_01909_N3_N,01909,N3,N,1462,22521.0,50.0,1844-07-05,print,0.0,4941.0,1.0,,,,1.0,Klavier,4030982-4,,,
13803,Streich-Quartette 4h.,collection full,PE_00989a,one piano four hands,1,,,,,,,,,,,,,,,,,,,,,7029.0,Quartett,Nr. 4,300015925,"Violine (2), Viola, Violoncello","18, Nr. 4",,509.0,56727.0,"HO, PE","Quartett für Violine (2), Viola, Violoncello in c-Moll, Nr. 4",1799-01-01,c-Moll,,,3155.0,Quartett,4176618-0,56727.0,0.0,0.0,Quartett,,3422.0,Viola,4188364-0,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",23577,PE_00989a_00989e_Bd5_N,00989e,Bd5,N,13803,79601.0,500.0,1899-01-01,print,0.0,23577.0,1.0,,,,1.0,Klavier,4030982-4,,,
16831,Franz-Album Band 2 tief,adaptation,PE_01360b,,1,,,,,,,,,,,,,,,,,,,,,12165.0,Gesänge,Meerfahrt,1227261551,,"18, Nr. 4",,5046.0,61592.0,PE,"Gesänge, Meerfahrt",1860-01-01,,,,2968.0,Lied,4035669-3,61592.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3483.0,Singstimme,4156941-6,5046.0,"Franz, Robert",118702955,m,,,Halle (Saale),Halle (Saale),,XA-DE,21465,PE_01360b_01360b_Bd2_tS,01360b,Bd2,tS,16831,92302.0,500.0,1906-03-01,print,0.0,21465.0,1.0,,,,6418.0,Singstimme,1076364144,,,
